gene,logfc,pval_adj,cluster
RPA3,0.8305789,0.42035247669233355,4
IER5,1.2520889,0.42206025471631164,4
NUMB,0.9977824,0.4231838828535221,4
PSMA2-1,0.49761793,0.4231838828535221,4
AKAP13,0.6146225,0.42354106110894923,4
ARL6IP5,0.45105016,0.4246057242050246,4
CCDC53,0.78158545,0.42501849753430626,4
MEFV,2.2408628,0.4258134121484659,4
RRBP1,1.927986,0.42732029632875035,4
GPBP1L1,1.1906464,0.4275711673576597,4
PAIP1,1.1454272,0.4297421922845515,4
DNTTIP1,1.1080145,0.4314257587372634,4
RNASEH2C,0.5670125,0.4332806419088716,4
C14orf166,0.4230032,0.4351975332905089,4
TMEM167A,0.9776569,0.4360635673317091,4
ABHD3,1.1803347,0.4384468429427852,4
SNRPD1,0.50593007,0.4384468429427852,4
COPZ1,0.50879234,0.4384468429427852,4
COX7C,0.56056786,0.43909457617432296,4
VAPA,0.47130617,0.44187467318637436,4
ADRM1,0.58621645,0.4425265001976577,4
RP11-63P12.6,3.3609612,0.4425371237180192,4
SDF2L1,0.5523361,0.4425371237180192,4
EIF4H,0.5074228,0.44319001479215825,4
ROGDI,1.59419,0.44373098757473095,4
PDCD6,0.44710216,0.4464211353575989,4
KDELR1,0.803407,0.4465118348392853,4
EZR,0.50811,0.44699949429417435,4
LAMP2,1.3333809,0.4511321491143262,4
MPG,0.7223686,0.4560908933456736,4
MARCKS,2.2495997,0.4560908933456736,4
CISD3,0.627421,0.4560908933456736,4
TMOD3,1.1656743,0.45618335487821854,4
SNX20,1.0050849,0.45743017447758016,4
PNKD,0.68264276,0.45769640284283547,4
NOL7,0.4926221,0.4581139489286964,4
EMC3,0.7933187,0.4581139489286964,4
MLF2,0.6396893,0.45907547452986736,4
TCP1,0.48869938,0.46335550176600715,4
RPS6KA1,0.92810744,0.46652887491132444,4
FAM50A,0.8682358,0.46652887491132444,4
RPF1,0.76688546,0.46660089416213746,4
CORO1C,1.5415448,0.46660089416213746,4
EXOSC1,0.733557,0.4667545365020087,4
DNAJC15,0.6434554,0.4678483906007158,4
USMG5,0.5503607,0.4680025651849935,4
NFKBIA,0.41633648,0.4680981100836084,4
USB1,1.1071765,0.46872344259168003,4
PDLIM7,1.9392992,0.47106118837938954,4
STK10,0.6788296,0.47168973020484917,4
OXA1L,0.5633753,0.4720821361197692,4
SSH2,1.0474379,0.4743519179856837,4
EXOC7,0.8950195,0.4743519179856837,4
HSPA1A,1.0546793,0.4751410382360668,4
PSMF1,0.6131615,0.4751410382360668,4
PAPOLA,0.43221277,0.47575294020632536,4
SLC25A11,0.67326635,0.4809740359521155,4
PLEKHO2,2.1601584,0.4809740359521155,4
ABHD11,2.1000252,0.4817339474439633,4
COPS6,0.57246035,0.4819918056679676,4
MRFAP1,0.51275575,0.4819918056679676,4
VAMP8,0.44143805,0.4896400351091024,4
TBCD,1.8639935,0.4896400351091024,4
GAA,2.0152414,0.4898618876629228,4
ZSWIM7,0.8814799,0.49551464557514585,4
XRN2,0.6292188,0.49580010958640963,4
SEC11C,0.5396825,0.4959010856756216,4
GALK1,1.3086824,0.5008246042536199,4
PAFAH1B1,1.158903,0.5015473290373634,4
QDPR,1.0937796,0.5024576084486709,4
CMPK2,1.308588,0.5033247572639137,4
SNAPC3,1.9986347,0.5033247572639137,4
RNF166,0.5341893,0.5077191517448003,4
DNAJB12,1.3981819,0.5077191517448003,4
NRROS,1.2523597,0.5077784608847739,4
PSMA3,0.5363391,0.5077784608847739,4
SARS,0.6409195,0.5077784608847739,4
FKBP2,0.73312795,0.5086137893570922,4
SCP2,0.44803447,0.5086137893570922,4
LRRFIP2,1.2594723,0.5103528960816931,4
IRF1,0.44150686,0.5104360076762633,4
RAB11A,0.6225305,0.5163391921047702,4
TGFBR2,1.0098644,0.5178444891748971,4
HPS1,0.99172235,0.5183747802370215,4
PAG1,0.9371067,0.5183747802370215,4
C1QB,6.8868675,0.5239226802839636,4
PRKACA,1.7784503,0.5334186632874371,4
LSM3,0.58569735,0.5347672881340031,4
PEPD,0.7436509,0.5349407898494849,4
LRRC59,1.2399219,0.5358117692484988,4
TMEM127,1.6048744,0.5358117692484988,4
TRAPPC4,0.6591954,0.536051408713313,4
WIPI2,0.7812097,0.5398370616080577,4
TRIM22,0.5121553,0.539946363837954,4
FGD4,3.379201,0.5408024422664033,4
HMGN2,0.832087,0.5408024422664033,4
RAB3D,1.8747691,0.5417699555168259,4
TMED5,0.8550172,0.5442172009904807,4
HADHB,0.6478341,0.5442172009904807,4
EIF3A,0.88619846,0.5442172009904807,4
SLC1A5,2.261812,0.5457440051907775,4
RNF5,0.6290234,0.5457440051907775,4
H1F0,2.256731,0.5457440051907775,4
MPDU1,1.3174394,0.5487819481568313,4
HLA-DMB,0.43025938,0.5521465776602482,4
NUB1,0.77848303,0.5524600411240592,4
CSTA,1.4427919,0.5545187290749417,4
THOC2,0.9081776,0.5574386139712051,4
NAA20,0.583071,0.5591736350345672,4
LSM7,0.462926,0.5602351498141803,4
RP11-139H15.1,0.8958384,0.5617733400576924,4
PARK7,0.46576273,0.5625668865745247,4
MRPL52,0.5484057,0.5626134279482765,4
MRPL15,0.9762717,0.564454998023759,4
HLA-B,0.3182915,0.564454998023759,4
SMIM7,0.609391,0.564454998023759,4
ZNF207,0.47942227,0.5658658709756179,4
MAP3K1,1.4607795,0.5665960249906532,4
IMPA2,1.8997452,0.5669851621577665,4
ZBTB7A,1.013396,0.5670123159662325,4
FBXW5,0.58395666,0.5670123159662325,4
TBC1D1,1.0609795,0.5683598757078991,4
GPS1,1.1727798,0.5708769405400717,4
SNHG15,0.67222273,0.5759653123757495,4
CHCHD3,0.9118128,0.5787659090667504,4
CBWD1,1.0652083,0.5791621913666979,4
CDC42EP4,4.3960447,0.5815075266734729,4
STAT6,0.76039755,0.5841894204538028,4
SIGIRR,0.42684427,0.5841894204538028,4
ZDHHC12,0.70967317,0.5851487535366068,4
ERGIC1,1.0998384,0.5852684681096787,4
SF3B4,0.84455657,0.5862092094884774,4
CCPG1,1.6056777,0.5862092094884774,4
METTL7A,1.70741,0.5863996393202117,4
DNPH1,0.76419586,0.589029196002178,4
RENBP,1.6208314,0.590488436052398,4
CHD4,1.0738299,0.5931324018309093,4
PLCXD1,2.8980296,0.5931324018309093,4
TSR3,0.8007325,0.5939619927324225,4
AIP,0.4613837,0.5945799077546395,4
FAM195A,1.0410868,0.5947021292686143,4
RNF10,0.87228096,0.5961014353713785,4
PIN4,0.82535076,0.6012631582380322,4
MAP3K11,1.3699491,0.6013864754112052,4
FAM96A,0.66471,0.6030129693088807,4
CNPPD1,1.0126084,0.6048583153532056,4
HDAC5,1.8805803,0.605877790206431,4
FOSB,0.42076766,0.605877790206431,4
PDHB,0.5148026,0.605877790206431,4
ARHGAP1,1.0914313,0.6083066730654869,4
MED11,0.85397214,0.6090810390410598,4
GNGT2,2.283238,0.6100730250540193,4
DCTPP1,0.8291906,0.6107045799237933,4
TAF9,0.5982752,0.6109749062888236,4
RAB11FIP1,1.176044,0.6111007505490355,4
MTCH2,0.88805926,0.612257577605214,4
PGP,1.0633433,0.612257577605214,4
TSPAN32,0.8226288,0.612257577605214,4
RFK,1.5863116,0.6126741834947947,4
SNAPIN,0.6742814,0.6145424048454164,4
SVIL,1.9700658,0.6152331836728684,4
NDUFB1,0.5193517,0.6152331836728684,4
TAF12,0.4862651,0.6164520143286952,4
CSNK1D,0.8348457,0.6203018660189805,4
PTPRE,0.7614105,0.62204149874654,4
TBC1D8,3.8430336,0.6252753548532235,4
MRPL19,0.97010577,0.6252753548532235,4
EMILIN2,1.9881592,0.6252753548532235,4
ZNF511,0.8935074,0.6252753548532235,4
PPP2R5A,1.1226771,0.6277637267022393,4
PKM,0.42497665,0.6289279142272446,4
CTNNA1,1.6882076,0.6329122362994359,4
RETN,1.4952565,0.6340837606017218,4
PSEN1,1.6252419,0.6348845125497862,4
EIF2AK4,1.8476627,0.6370110082995194,4
WDR41,1.70443,0.6370110082995194,4
SNX27,1.5068247,0.6375158909215551,4
PDLIM2,0.6114467,0.6398919980856259,4
HMGN3,0.41755813,0.6450417463257856,4
HECTD1,1.0197052,0.6488776222089424,4
C17orf62,0.4720238,0.6509641794433253,4
ORAI3,1.0416168,0.6510217355394871,4
TBC1D10A,1.2120899,0.6520671522837053,4
ERH,0.38935322,0.6523351739989471,4
KIAA0930,1.8650782,0.6530018840988735,4
BRD2,0.4762488,0.6547358508697654,4
SEC13,0.77136517,0.6549468896022455,4
ARF3,0.8069171,0.6584441265612389,4
UBE2Z,1.6471884,0.6647289542488736,4
PFDN1,0.6028931,0.6654823655910012,4
CHST15,2.1409159,0.6677062051679721,4
SPPL2A,1.2098444,0.670035957519476,4
ZNF580,1.3296098,0.670035957519476,4
IGFBP7,0.69984293,0.670035957519476,4
EIF4EBP2,0.94698477,0.670035957519476,4
PSMA6,0.78201026,0.6822120310426183,4
SH3TC1,2.4633768,0.6851106411560325,4
BCCIP,1.0211552,0.6874443721375345,4
ITGB1BP1,0.50038743,0.6881378769429838,4
TMEM59,0.43661234,0.6885940870432404,4
SLC15A3,2.0052931,0.68980601230701,4
DIAPH1,0.72665966,0.68980601230701,4
KIAA1143,1.0328753,0.6917736592975077,4
DNASE1L1,1.8539146,0.6918343297507843,4
CCT6A,0.49752986,0.6927336337984612,4
CCNG2,1.46381,0.6927336337984612,4
NDUFAB1,0.4604338,0.6927336337984612,4
RSL24D1,0.39264238,0.6935733223128995,4
EMC8,1.0150863,0.6950701711977834,4
TMEM256,0.4861451,0.6962498570455173,4
MAPK1IP1L,0.6768156,0.6964716963216021,4
USP3,0.82124573,0.6970934207121563,4
HCFC1R1,1.1555487,0.6985961289115626,4
ATXN10,0.62248933,0.7017521126966395,4
IFI27L2,0.5227353,0.7017521126966395,4
GSTZ1,2.1308255,0.7026993436349552,4
TMCO1,0.4750818,0.7033256296908511,4
GTF2F2,1.411642,0.7054030738161172,4
CELF2,0.40219617,0.7055938927729959,4
HAX1,0.4369923,0.7055938927729959,4
AIMP2,1.2434788,0.7055938927729959,4
SH2B2,2.0499182,0.7078212702115829,4
MRPS26,0.6340775,0.7078212702115829,4
SNRPB,0.3899123,0.7092442523656147,4
SNX11,1.5357778,0.7092442523656147,4
EPB41L3,2.4445837,0.7093898188066821,4
CHP1,1.8088875,0.7126009413636236,4
CCDC85B,0.3809544,0.7126009413636236,4
DCP2,1.0595073,0.7133160504338787,4
CKAP4,1.7800037,0.7150737724985708,4
MRPL37,0.92645043,0.7186313671974534,4
SDF2,0.60539114,0.7186313671974534,4
LRRC8D,1.7138709,0.7186971565108274,4
ING4,0.6602223,0.7224325117323485,4
DTYMK,1.290156,0.7224325117323485,4
MRPL17,0.9720406,0.7226471923924502,4
DNAJA2,0.6888205,0.7226471923924502,4
SLU7,0.61693966,0.7274855217767523,4
CFLAR,0.42507368,0.7298646735987895,4
GLB1,1.4498322,0.7320839419356086,4
MLKL,1.7758552,0.7344940155567694,4
PSMA1,0.39699015,0.7344940155567694,4
GGA1,0.5022988,0.7344940155567694,4
NDUFV3,0.91373354,0.7344940155567694,4
TIMM17A,0.8749441,0.7344940155567694,4
NAT9,1.0204102,0.7351960554612833,4
PLCB2,1.3776758,0.7351960554612833,4
GRSF1,0.5611653,0.7356798440101352,4
NME3,0.43854645,0.7371625025533741,4
NDUFA9,0.5819688,0.7393981543786059,4
NFE2,1.9791242,0.7433970915655886,4
FLYWCH2,0.9833908,0.7443880036630873,4
NUDT22,0.742327,0.7479710899644553,4
NCF4,0.9560145,0.7479710899644553,4
ETFB,0.44407976,0.7498788652527087,4
SSR1,0.50979584,0.7498788652527087,4
FLII,0.917945,0.7499335089246683,4
ADSS,0.75903684,0.750157578615347,4
GINM1,1.2567943,0.750157578615347,4
WNK1,0.81092286,0.7545380143125948,4
ALDH2,0.5089948,0.7583278144363054,4
DAZAP1,0.8115452,0.7587383966676072,4
TRIM69,0.79224586,0.7600712299309642,4
LIMD2,0.45202455,0.7600712299309642,4
ANKRD13D,1.0427411,0.7603976559336015,4
SMARCA4,1.3206501,0.7637963406723937,4
HCCS,1.4438121,0.7654927834745694,4
CDC42EP2,2.742931,0.7663206649774117,4
SNRPG,0.56393045,0.7664779871915008,4
MRPL12,0.8832893,0.7700686740594997,4
PSMD13,0.43953198,0.7703985388992617,4
GFER,0.958807,0.77158924497262,4
TMBIM6,0.45554274,0.773126190238508,4
ZCRB1,0.72142017,0.7756882223778359,4
ADIPOR1,0.5908176,0.7756882223778359,4
KDM5A,0.95031124,0.7808315106006055,4
GABARAPL2,0.38621002,0.7808315106006055,4
CHCHD1,0.8012864,0.7810784383733772,4
FAM214B,2.0773983,0.7813255761389605,4
KLF11,2.407242,0.7835733429909036,4
PARP12,1.0988352,0.7842566465114,4
PER1,1.3214713,0.7863227839903023,4
SHARPIN,0.6602359,0.7904938915737774,4
KCNAB2,0.7949178,0.7920589682912746,4
ITGB2-AS1,0.7606197,0.792721936237881,4
XRCC6,0.3704447,0.792721936237881,4
HSH2D,0.7328811,0.7928848062303467,4
SULF2,1.6076515,0.7939261498219551,4
HRH2,1.9405398,0.7940015818510421,4
TANGO2,1.6520852,0.7951320794505473,4
GRPEL1,0.80569303,0.7988202750562928,4
KCNQ1OT1,1.7609372,0.8003852589907691,4
SIGLEC5,2.6256034,0.8003852589907691,4
RAB5A,0.9059426,0.8068449246848554,4
UBAC1,1.446215,0.8069210075171533,4
STX12,0.9438442,0.8116323222368445,4
TAGLN2,0.3704645,0.8125893658905052,4
NABP1,1.5727255,0.8125893658905052,4
KIF22,0.9698062,0.8146218138435902,4
BAG1,0.4187767,0.8146218138435902,4
PRKAG1,0.72171193,0.8162993773654893,4
CD2BP2,0.5873527,0.8162993773654893,4
SCAMP2,0.45971236,0.818351482360117,4
MEF2C,0.7677751,0.8237435011683886,4
ABR,1.5019693,0.8251763274109465,4
CYB5R4,0.7085684,0.8253442415678118,4
IKBIP,1.1389328,0.8258369780874816,4
REC8,1.8303878,0.8258369780874816,4
SNX9,1.407561,0.8258369780874816,4
APOA1BP,0.6185421,0.8258369780874816,4
FAM96B,0.34881303,0.8263676514654866,4
TMA16,0.91160345,0.8300709583687945,4
TNIP1,0.51327324,0.8326942784256002,4
LMBRD1,1.0793034,0.8328401652265747,4
HEG1,2.4382734,0.8328401652265747,4
LTBR,1.993069,0.8344554760089254,4
NUBP2,0.6078674,0.8344554760089254,4
CCT8,0.36230442,0.8347173373773383,4
ALDH16A1,1.0824772,0.8357085672309228,4
IFI44,0.6374498,0.8390424022706953,4
UBL7,0.7569691,0.8390424022706953,4
NUDT2,0.725768,0.8390424022706953,4
ZCCHC6,2.0066457,0.8390424022706953,4
KIAA0513,2.1747532,0.8401291353629199,4
NME4,0.5410389,0.8405760186153286,4
PAK2,0.56403553,0.8410026497310474,4
MARCO,1.5818458,0.8410026497310474,4
RRAGA,0.77620685,0.842183175916065,4
RPL26L1,0.74555737,0.8441907186849775,4
IL17RA,1.217597,0.8466616245645966,4
H2AFJ,0.4563488,0.8503267071813423,4
ASB8,0.9697416,0.8503267071813423,4
KHDRBS1,0.3476646,0.8528005877576416,4
FOSL2,1.9739509,0.8528005877576416,4
GBP4,1.0738716,0.8533165384344906,4
MCTS1,0.67574805,0.8533165384344906,4
SEC61G,0.6032412,0.8533165384344906,4
GDE1,1.111304,0.8533165384344906,4
STARD7,0.8009544,0.8548802912012333,4
NFYC,0.9487496,0.856057198213476,4
SF3B14,0.38111642,0.856057198213476,4
EAPP,0.38245544,0.8565118039305184,4
CBX3,0.3522818,0.8627305243450187,4
PITPNM1,2.2470508,0.86309420528145,4
ARHGAP30,0.48676032,0.86383119274947,4
CDK5,1.9600667,0.8642799905270393,4
GTF2F1,0.7542241,0.864542970033349,4
EIF1AY,0.6090428,0.864542970033349,4
NDUFA8,0.49653223,0.865468073801413,4
ZFPL1,1.4216392,0.8661136777848334,4
FRG1,0.6418738,0.8671335942745392,4
CREG1,0.96024233,0.8679673139143603,4
IQGAP1,0.6555065,0.8702066448227329,4
TMED1,1.2105833,0.8751767242760397,4
RBP7,0.81413406,0.8760158905892257,4
DNAJC7,0.5025375,0.8773270630807987,4
HAT1,1.2309458,0.877413241492118,4
GAPT,0.9547373,0.8779633647134603,4
VPS26B,0.74436134,0.8779633647134603,4
DOCK5,2.7950027,0.8790661119505195,4
COPS3,0.6409764,0.8790661119505195,4
TRAM1,0.42998773,0.8790661119505195,4
ALKBH7,0.353254,0.8794299765290623,4
TMEM70,0.8887466,0.8794299765290623,4
DCTN2,0.5614711,0.8809342236681738,4
AATF,0.5841243,0.8811166937358947,4
PEX2,0.8361026,0.8890607080706512,4
BCL7B,0.50062597,0.8890607080706512,4
GPAA1,0.7502619,0.889523168543137,4
RARA,1.411174,0.889523168543137,4
PPM1G,0.48361012,0.8925585643704511,4
NFU1,0.7630761,0.892832286892986,4
NDUFA3,0.396265,0.892832286892986,4
AC011899.9,4.0893583,0.8951173442799495,4
TAF15,0.63431793,0.8961627950253434,4
MRAS,4.0493803,0.8964437772762572,4
NAA10,0.5256252,0.8973947340862126,4
ILK,0.620778,0.9016075003626789,4
IFT57,0.81132346,0.9087302071862761,4
MAD2L2,0.77738947,0.9089103864167914,4
SND1,0.6680027,0.9089103864167914,4
FEZ2,1.2081852,0.9102574771700148,4
KLF10,1.3954138,0.9114062517216297,4
TIMM13,0.39544564,0.9114062517216297,4
ATF4,0.33695456,0.9126591828182337,4
FLI1,0.5855352,0.9128470762262169,4
TGOLN2,0.3517656,0.9131320605369132,4
RTCA,0.8101949,0.9156484380463176,4
HIST2H2AC,1.749417,0.9169056446751188,4
COPRS,1.8030628,0.9197217010792017,4
RAB6A,0.6032767,0.9209717866621635,4
MRPS35,0.5974194,0.9209717866621635,4
STX5,0.5009038,0.9209717866621635,4
PPM1B,0.96241385,0.921941650904089,4
WDR45,0.6707575,0.9234880705988868,4
OASL,1.2508202,0.9234880705988868,4
VPS36,0.9052984,0.9234880705988868,4
TRAF7,1.5120645,0.9243623547883456,4
EMC6,0.4635882,0.9257262067442992,4
MICU1,1.4616342,0.9264063638837764,4
RRAGC,0.9690924,0.9273806719844253,4
ACP2,2.7227738,0.9320803031179901,4
NOL12,0.68671703,0.9329439506744428,4
NINJ2,1.8016498,0.9329439506744428,4
DHRS7B,1.6008205,0.9329439506744428,4
FAM162A,0.5651284,0.9329439506744428,4
IDS,0.2922585,0.9330386120394055,4
SF3A1,0.7510945,0.9337200117719239,4
TM7SF3,1.2061629,0.9345036456952089,4
COPA,1.0585332,0.9373408031260712,4
HDAC2,0.76833385,0.9373408031260712,4
MTCH1,0.42961633,0.9373408031260712,4
MRPL40,0.5012184,0.9373408031260712,4
ETS2,1.706567,0.9373408031260712,4
CUEDC2,0.5260282,0.9407917820080968,4
UQCC2,0.74415195,0.9415801818114992,4
KXD1,0.5929392,0.9445468611010661,4
TMBIM1,0.6992965,0.9449390124988978,4
THRAP3,0.61004263,0.9453335668367062,4
OXLD1,0.5834418,0.9459266277474675,4
NAPG,2.1386902,0.9465200397431802,4
CALU,1.4413401,0.9466178251742632,4
MON1B,1.9399499,0.9480057095024405,4
C1orf122,0.8431842,0.9481038203139873,4
C10orf32,0.6454887,0.9492929522462406,4
RSU1,0.59393907,0.9492929522462406,4
CDK11A,1.0235813,0.9492929522462406,4
TATDN3,1.4444443,0.9558652596205454,4
MBOAT7,1.266291,0.9561637424023322,4
SLA,0.71214443,0.9564611392056953,4
PDZD11,0.8181675,0.9564611392056953,4
SNX6,0.4727669,0.9578590835636979,4
UFD1L,0.39178368,0.9578590835636979,4
RABEP1,1.4085869,0.9578590835636979,4
DLD,0.9377233,0.9592592351648407,4
AP003733.1,1.3863462,0.9602607786983005,4
CYTH2,0.8809047,0.9625650072327953,4
SURF1,0.4825417,0.9647727512004864,4
ALAD,1.9166341,0.9647734437506101,4
RP11-65J3.1,2.5104337,0.966784469976655,4
CMAS,0.87155694,0.9681936117701304,4
ZC3H15,0.42687786,0.9686979174191626,4
INPP5D,0.80225646,0.9699075421500657,4
APOL6,1.1289716,0.9709179752712468,4
ALG3,0.797996,0.9709179752712468,4
ATP13A1,1.4195293,0.9716253007792804,4
RBM42,0.7065042,0.9717278378107832,4
DDX41,1.2178365,0.9724357563627795,4
SGK1,1.2591416,0.9737498616342757,4
CASP7,1.9513935,0.9743578855577127,4
HK1,0.9179879,0.9753752677392757,4
LILRA6,2.42247,0.9753752677392757,4
ARFGAP3,1.0231266,0.9753752677392757,4
RFTN1,1.3171321,0.9758832957715609,4
COA1,0.5863492,0.9760882747241297,4
NELFE,0.52567583,0.9770076885587229,4
KIAA1033,0.92998457,0.9770076885587229,4
EIF2S1,0.6404837,0.9770076885587229,4
METTL21A,0.78170276,0.9770186703767457,4
CD1D,0.9775035,0.9770186703767457,4
AZIN1,0.7755331,0.9770186703767457,4
NQO2,0.7970363,0.9777347233715666,4
CCDC88A,1.6326114,0.9793580905421252,4
MAPKAPK2,1.7699353,0.9794637151198953,4
JUND,0.316542,0.9806837015845361,4
TACC1,0.8142054,0.9812964009007803,4
PLEKHJ1,0.3794123,0.983126911505927,4
ILF2,0.3796091,0.98394384436288,4
TMEM208,0.5614326,0.9853711059480575,4
DDX21,0.4155567,0.9855792908849061,4
UBE2D3,0.4139457,0.9864029577136453,4
ECHS1,0.44375718,0.9864029577136453,4
TRIM27,1.1606909,0.9877599163910965,4
ATP6V1D,0.77085346,0.9877599163910965,4
LYRM2,0.7295636,0.9877599163910965,4
XXbac-B135H6.15,3.2154272,0.9877599163910965,4
TMEM230,0.33211073,0.9900190676481593,4
SAMM50,1.067123,0.9900190676481593,4
IP6K2,0.59917635,0.9900190676481593,4
H3F3B,0.22773673,0.992989960660726,4
APOPT1,0.5524379,0.9930036731279069,4
ATXN3,0.9651279,0.9930036731279069,4
MGRN1,1.1865385,0.9930108207115096,4
VPS53,1.6750551,0.994352832819335,4
NRBP1,0.67464393,0.994352832819335,4
PHYKPL,0.6317666,0.9997710045927372,4
FAM127B,1.5198772,0.9997710045927372,4
WAC-AS1,1.0663931,0.9997710045927372,4
APH1A,0.3548355,0.9997710045927372,4
DCAF7,0.79179007,0.9997710045927372,4
TAPSAR1,0.31829128,0.9997710045927372,4
PTRH2,2.317369,0.9997710045927372,4
DNAJC1,0.541561,0.9997710045927372,4
RALBP1,0.9211142,0.9997710045927372,4
CA2,1.9369508,0.9997710045927372,4
PTBP1,0.48332143,0.9997710045927372,4
ARHGEF2,0.63240284,0.9997710045927372,4
IVD,1.6738694,0.9997710045927372,4
TRPC4AP,1.107733,0.9997710045927372,4
RIOK3,0.8083975,0.9997710045927372,4
CEP350,1.1805745,0.9997710045927372,4
EMG1,0.5496284,0.9997710045927372,4
MPPE1,0.78389066,0.9997710045927372,4
PTGER4,0.5235785,0.9997710045927372,4
TMEM167B,0.8894347,0.9997710045927372,4
NABP2,1.1387544,0.9997710045927372,4
TOMM22,0.4178704,0.9997710045927372,4
TRIM8,0.9652767,0.9997710045927372,4
AMZ2,0.6008949,0.9997710045927372,4
GPR108,0.67565036,0.9997710045927372,4
SMAP1,0.5963414,0.9997710045927372,4
TLR1,2.1091821,0.9997710045927372,4
MTFR1L,1.0604118,0.9997710045927372,4
S100Z,2.1645508,0.9997710045927372,4
BFAR,0.6811767,0.9997710045927372,4
METRNL,2.1305273,0.9997710045927372,4
TSNAX,0.62359494,0.9997710045927372,4
BCL2L13,0.90132254,0.9997710045927372,4
PHF3,0.70974946,0.9997710045927372,4
WBP1L,1.4511528,0.9997710045927372,4
SAMD9L,0.6267959,0.9997710045927372,4
MGAT1,0.600377,0.9997710045927372,4
COA6,0.7105237,0.9997710045927372,4
MRPL28,0.53903484,0.9997710045927372,4
SIDT2,1.701067,0.9997710045927372,4
OSTM1,1.0510576,0.9997710045927372,4
CCDC57,0.7024045,0.9997710045927372,4
EFCAB2,1.2018883,0.9997710045927372,4
RUNX3,0.5849323,0.9997710045927372,4
TAOK3,0.5833569,0.9997710045927372,4
SCLT1,1.3039705,0.9997710045927372,4
SLC29A1,2.7247803,0.9997710045927372,4
SERINC3,0.7110371,0.9997710045927372,4
RAF1,0.70087606,0.9997710045927372,4
MS4A14,3.9080675,0.9997710045927372,4
SAMSN1,0.80082,0.9997710045927372,4
CHD9,0.86459404,0.9997710045927372,4
HLA-DQA2,0.21704705,0.9997710045927372,4
MTDH,0.30768687,0.9997710045927372,4
AHCY,1.0528594,0.9997710045927372,4
RNF187,0.37894416,0.9997710045927372,4
ERGIC3,0.3584569,0.9997710045927372,4
DEK,0.34884518,0.9997710045927372,4
HIST2H2BE,1.3592414,0.9997710045927372,4
GPN3,0.84640783,0.9997710045927372,4
PSMD2,0.5874201,0.9997710045927372,4
GLYR1,1.0801805,0.9997710045927372,4
ZG16B,2.5300686,0.9997710045927372,4
LARP7,0.64295936,0.9997710045927372,4
VTI1B,0.3964859,0.9997710045927372,4
TMEM199,1.0155241,0.9997710045927372,4
STAG2,1.2587869,0.9997710045927372,4
UBASH3B,2.5561109,0.9997710045927372,4
OCEL1,0.8336647,0.9997710045927372,4
RP11-802E16.3,2.5454957,0.9997710045927372,4
HERC5,1.34441,0.9997710045927372,4
MRPS34,0.3353126,0.9997710045927372,4
CYFIP1,2.6449828,0.9997710045927372,4
SAR1A,0.7683373,0.9997710045927372,4
CPQ,0.8987301,0.9997710045927372,4
DCTD,0.7482748,0.9997710045927372,4
TAF10,1.1949275,0.9997710045927372,4
IL1B,0.72241986,0.9997710045927372,4
PLEKHB2,0.9667839,0.9997710045927372,4
RSRC1,1.1277996,0.9997710045927372,4
C2,3.5424588,0.9997710045927372,4
IQSEC1,0.9112644,0.9997710045927372,4
ZFYVE21,1.2511679,0.9997710045927372,4
CASP10,1.6005994,0.9997710045927372,4
STK40,1.3763053,0.9997710045927372,4
TRAFD1,1.0424144,0.9997710045927372,4
UROS,0.458992,0.9997710045927372,4
HSP90AA1,0.40059865,0.9997710045927372,4
TMEM183A,0.8050931,0.9997710045927372,4
ZBTB7B,1.3805839,0.9997710045927372,4
LRP10,0.5323798,0.9997710045927372,4
YPEL2,1.9294089,0.9997710045927372,4
BRMS1,0.41298428,0.9997710045927372,4
GLRX3,0.44036615,0.9997710045927372,4
MYCBP,0.87564605,0.9997710045927372,4
BABAM1,0.43558782,0.9997710045927372,4
NSMCE1,0.30471802,0.9997710045927372,4
PTAFR,1.608937,0.9997710045927372,4
CBL,1.3069434,0.9997710045927372,4
ASL,1.3710911,0.9997710045927372,4
PARL,0.4663485,0.9997710045927372,4
TMEM14B,0.30748773,0.9997710045927372,4
COX6C,0.3477643,0.9997710045927372,4
MRPL47,0.6780716,0.9997710045927372,4
BCKDK,1.0573157,0.9997710045927372,4
PTEN,0.92572844,0.9997710045927372,4
GLIPR2,0.22823709,0.9997710045927372,4
PPM1A,1.0317702,0.9997710045927372,4
HDGF,1.1149701,0.9997710045927372,4
IRF8,0.41808343,0.9997710045927372,4
EXOSC3,1.0306616,0.9997710045927372,4
UBN1,0.94966835,0.9997710045927372,4
EIF5A,0.3779361,0.9997710045927372,4
FAM136A,0.85319215,0.9997710045927372,4
EIF5AL1,0.7072242,0.9997710045927372,4
RABEPK,1.3944596,0.9997710045927372,4
MSRB2,0.88229823,0.9997710045927372,4
DKFZP761J1410,2.4211888,0.9997710045927372,4
CSNK2A1,0.9642741,0.9997710045927372,4
SLC6A6,1.8104495,0.9997710045927372,4
RASAL3,0.5283777,0.9997710045927372,4
IRF2,0.43056673,0.9997710045927372,4
MRPL2,0.90676385,0.9997710045927372,4
UBQLN1,0.6838214,0.9997710045927372,4
G6PC3,1.8186692,0.9997710045927372,4
HSPD1,0.36757648,0.9997710045927372,4
LINC00152,0.6090821,0.9997710045927372,4
